ID,Loan_Type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship,Default
2085,Car ,Female,43,HS      ,100175,635,0,2,Citizen    ,0
2086,Car ,Female,58,College ,90008,676,3,2,Citizen    ,0
2087,Home,Male  ,39,HS      ,113988,591,3,2,Citizen    ,0
2088,Home,Female,39,College ,93373,540,9,2,Citizen    ,0
2089,Car ,Female,51,College ,105179,581,3,2,Citizen    ,0
2090,Car ,Male  ,47,HS      ,92653,625,0,2,Citizen    ,0
2091,Home,Male  ,44,HS      ,89844,610,14,2,Citizen    ,0
2092,Car ,Female,43,College ,130407,736,0,2,Citizen    ,0
2093,Car ,Female,53,College ,126074,631,2,2,Citizen    ,0
2094,Home,Male  ,43,College ,106714,662,13,2,Citizen    ,0
2095,Car ,Male  ,38,HS      ,67615,611,2,2,Citizen    ,0
2096,Car ,Female,49,HS      ,117353,606,2,2,Citizen    ,0
2097,Car ,Female,50,College ,75567,622,2,2,Citizen    ,0
2098,Car ,Male  ,38,HS      ,97633,621,0,2,Citizen    ,0
2099,Car ,Male  ,30,College ,94383,572,0,2,Citizen    ,0
2100,Car ,Male  ,43,College ,82840,527,2,2,Citizen    ,1
2101,Car ,Male  ,36,HS      ,84242,658,0,2,Citizen    ,0
2102,Car ,Male  ,38,HS      ,72736,634,0,2,Citizen    ,0
2103,Car ,Male  ,48,HS      ,72342,581,0,2,Citizen    ,0
2104,Car ,Male  ,48,HS      ,93788,647,2,2,Citizen    ,0
2105,Car ,Female,60,HS      ,137542,674,2,1,Citizen    ,0
2106,Home,Male  ,35,HS      ,95753,733,1,2,Citizen    ,0
2107,Home,Female,40,HS      ,101725,577,1,2,Citizen    ,0
2108,Home,Male  ,39,College ,103283,484,7,2,Citizen    ,0
2109,Car ,Male  ,49,College ,105402,612,3,1,Citizen    ,0
2110,Home,Male  ,39,HS      ,95779,627,4,2,Citizen    ,0
2111,Home,Male  ,40,HS      ,122225,524,6,2,Citizen    ,0
2112,Home,Female,44,HS      ,80277,708,5,2,Citizen    ,0
2113,Home,Male  ,33,HS      ,73986,594,6,2,Citizen    ,0
2114,Car ,Female,40,College ,116457,637,1,2,Citizen    ,1
2115,Car ,Male  ,44,HS      ,117401,605,1,2,Citizen    ,0
2116,Car ,Male  ,36,HS      ,89574,527,0,2,Citizen    ,0
2117,Home,Male  ,34,HS      ,68400,472,5,2,Citizen    ,0
2118,Car ,Female,49,HS      ,109886,726,1,2,Citizen    ,0
2119,Car ,Female,44,College ,102246,694,1,2,Citizen    ,0
2120,Car ,Male  ,50,HS      ,82350,633,3,2,Citizen    ,0
2121,Car ,Male  ,44,HS      ,93973,612,1,2,Citizen    ,0
2122,Car ,Male  ,35,HS      ,112929,576,0,2,Citizen    ,0
2123,Car ,Female,50,HS      ,113819,610,0,2,Citizen    ,0
2124,Car ,Male  ,42,HS      ,85757,594,1,2,Citizen    ,0
2125,Car ,Male  ,44,HS      ,137820,631,1,2,Citizen    ,0
2126,Car ,Male  ,34,HS      ,83562,598,0,2,Citizen    ,0
2127,Car ,Male  ,44,HS      ,79181,674,0,2,Citizen    ,0
2128,Home,Male  ,38,HS      ,112880,585,7,2,Citizen    ,0
2129,Home,Male  ,45,HS      ,114062,572,8,2,Citizen    ,0
2130,Home,Female,43,College ,84280,612,10,2,Citizen    ,0
2131,Home,Male  ,51,HS      ,83576,585,8,2,Non-citizen,0
2132,Car ,Female,54,Gradaute,86118,722,2,2,Citizen    ,0
2133,Car ,Male  ,48,College ,106875,627,3,2,Citizen    ,0
2134,Home,Male  ,32,College ,66924,588,6,2,Citizen    ,0
2135,Car ,Female,38,HS      ,79563,576,1,2,Citizen    ,0
2136,Car ,Female,47,College ,131633,577,2,2,Non-citizen,0
2137,Car ,Male  ,50,Gradaute,112209,622,2,2,Non-citizen,0
2138,Car ,Male  ,40,HS      ,106178,606,0,2,Citizen    ,0
2139,Car ,Female,46,HS      ,70112,633,0,2,Citizen    ,0
2140,Home,Female,47,HS      ,118490,632,7,2,Citizen    ,0
2141,Car ,Female,38,HS      ,80410,612,0,2,Citizen    ,0
2142,Car ,Female,41,HS      ,115643,596,1,2,Citizen    ,0
2143,Car ,Female,35,HS      ,57037,653,0,1,Citizen    ,0
2144,Car ,Male  ,43,HS      ,88719,563,3,1,Citizen    ,0
2145,Car ,Male  ,41,HS      ,87832,619,0,1,Citizen    ,0
2146,Home,Female,42,HS      ,103818,513,2,2,Citizen    ,0
2147,Car ,Male  ,51,College ,121405,698,2,1,Non-citizen,0
2148,Car ,Female,45,College ,111183,721,3,1,Citizen    ,0
2149,Home,Male  ,46,HS      ,105757,750,7,1,Citizen    ,0
2150,Car ,Female,38,HS      ,119368,605,0,2,Citizen    ,0
2151,Home,Female,47,College ,123429,721,11,2,Citizen    ,0
2152,Car ,Male  ,32,HS      ,93180,635,1,2,Citizen    ,0
2153,Car ,Male  ,48,Gradaute,81623,590,2,2,Citizen    ,0
2154,Car ,Female,48,College ,113525,687,2,1,Non-citizen,1
2155,Car ,Male  ,48,HS      ,91582,575,2,2,Citizen    ,0
2156,Home,Female,39,College ,84634,675,9,2,Citizen    ,0
2157,Car ,Female,47,College ,77055,560,2,2,Non-citizen,0
2158,Car ,Female,42,College ,111672,644,1,2,Citizen    ,0
2159,Car ,Male  ,51,Gradaute,72540,552,3,2,Citizen    ,0
2160,Home,Male  ,35,HS      ,80938,557,0,2,Citizen    ,0
2161,Car ,Male  ,44,HS      ,104768,668,0,2,Citizen    ,0
2162,Car ,Male  ,40,College ,101308,657,2,2,Citizen    ,0
2163,Home,Female,32,HS      ,87119,580,0,2,Citizen    ,0
2164,Car ,Male  ,56,HS      ,126647,702,2,2,Citizen    ,0
2165,Car ,Male  ,48,HS      ,130460,707,3,2,Citizen    ,0
2166,Car ,Male  ,45,HS      ,92539,664,0,2,Citizen    ,0
2167,Car ,Male  ,40,HS      ,92114,634,2,2,Citizen    ,0
2168,Home,Male  ,25,HS      ,80766,521,2,2,Citizen    ,0
2169,Car ,Female,40,Gradaute,88334,519,2,2,Citizen    ,0
2170,Car ,Male  ,45,College ,70010,646,1,2,Citizen    ,0
2171,Car ,Female,43,HS      ,80957,652,0,2,Citizen    ,0
2172,Car ,Male  ,46,HS      ,95683,674,0,2,Citizen    ,0
2173,Home,Male  ,34,HS      ,78124,583,4,2,Citizen    ,0
2174,Home,Female,50,Gradaute,101345,615,6,2,Citizen    ,0
2175,Home,Male  ,27,HS      ,74024,610,5,2,Citizen    ,0
2176,Car ,Male  ,31,HS      ,72812,456,1,2,Citizen    ,0
2177,Car ,Male  ,38,HS      ,101407,597,2,2,Citizen    ,0
2178,Home,Male  ,25,College ,109189,690,7,2,Citizen    ,0
2179,Car ,Male  ,36,HS      ,75655,551,2,2,Citizen    ,0
2180,Home,Male  ,51,HS      ,84474,591,8,2,Citizen    ,0
2181,Home,Male  ,49,College ,77398,585,8,2,Citizen    ,0
2182,Home,Male  ,42,HS      ,81352,616,8,2,Citizen    ,0
2183,Car ,Female,47,HS      ,89454,650,0,2,Citizen    ,0
2184,Car ,Female,42,HS      ,107675,643,1,2,Citizen    ,0
2185,Home,Male  ,49,HS      ,101891,675,7,2,Citizen    ,0
2186,Home,Male  ,29,HS      ,77903,475,6,2,Citizen    ,0
2187,Car ,Female,44,HS      ,120121,631,1,2,Citizen    ,0
2188,Car ,Male  ,41,College ,50005,550,0,2,Citizen    ,0
2189,Car ,Male  ,42,HS      ,100845,597,0,2,Citizen    ,0
2190,Home,Male  ,45,College ,58058,678,0,2,Citizen    ,0
2191,Car ,Male  ,42,HS      ,94761,563,0,2,Citizen    ,0
2192,Car ,Female,48,College ,98927,609,0,1,Citizen    ,0
2193,Car ,Male  ,40,College ,117787,571,2,2,Citizen    ,0
2194,Car ,Male  ,48,HS      ,78518,672,1,2,Citizen    ,0
2195,Car ,Male  ,50,College ,95046,556,1,2,Citizen    ,0
2196,Car ,Male  ,38,College ,63133,587,0,2,Citizen    ,0
2197,Car ,Male  ,41,College ,88738,596,3,2,Citizen    ,0
2198,Home,Male  ,40,HS      ,103613,652,6,2,Citizen    ,1
2199,Car ,Male  ,34,College ,82750,595,0,2,Citizen    ,0
2200,Car ,Male  ,48,HS      ,127964,711,0,1,Non-citizen,0
2201,Car ,Male  ,41,HS      ,115877,650,0,2,Citizen    ,1
2202,Car ,Male  ,45,HS      ,111012,631,1,2,Citizen    ,0
2203,Home,Male  ,32,HS      ,82359,459,5,2,Citizen    ,0
2204,Car ,Female,56,HS      ,88170,691,1,2,Citizen    ,0
2205,Car ,Female,52,HS      ,66893,671,0,2,Citizen    ,0
2206,Home,Female,42,HS      ,88512,619,3,2,Citizen    ,0
2207,Car ,Male  ,47,HS      ,108399,495,0,2,Citizen    ,0
2208,Car ,Female,36,HS      ,96174,591,0,2,Citizen    ,0
2209,Car ,Male  ,51,HS      ,92168,543,2,2,Citizen    ,0
2210,Home,Male  ,39,HS      ,67080,498,5,2,Citizen    ,0
2211,Car ,Female,50,College ,116809,598,2,1,Citizen    ,0
2212,Car ,Male  ,46,HS      ,93992,564,0,2,Citizen    ,0
2213,Car ,Female,45,HS      ,96083,589,0,2,Citizen    ,0
2214,Car ,Male  ,43,HS      ,107934,597,0,2,Citizen    ,0
2215,Home,Male  ,39,HS      ,83364,577,5,2,Citizen    ,0
2216,Car ,Female,44,HS      ,108501,674,3,2,Citizen    ,0
2217,Car ,Female,54,HS      ,116084,753,1,1,Citizen    ,1
2218,Car ,Female,47,HS      ,88511,636,0,2,Citizen    ,0
2219,Home,Female,47,HS      ,125712,634,9,1,Citizen    ,0
2220,Home,Male  ,41,HS      ,99367,658,7,2,Citizen    ,0
2221,Car ,Male  ,40,HS      ,101934,610,2,2,Citizen    ,0
2222,Car ,Female,46,College ,112731,771,0,2,Citizen    ,1
2223,Home,Male  ,45,HS      ,96448,669,4,2,Citizen    ,0
2224,Home,Female,41,HS      ,86819,557,7,2,Citizen    ,0
2225,Car ,Female,45,HS      ,111710,657,0,1,Citizen    ,0
2226,Car ,Female,44,College ,135851,682,3,2,Citizen    ,0
2227,Home,Female,45,HS      ,86613,641,3,2,Citizen    ,0
2228,Home,Male  ,35,HS      ,85079,621,4,2,Citizen    ,0
2229,Car ,Female,57,HS      ,130119,686,3,1,Non-citizen,0
2230,Car ,Male  ,38,College ,107538,548,0,2,Citizen    ,0
2231,Home,Male  ,40,HS      ,124326,647,9,2,Citizen    ,0
2232,Car ,Female,39,College ,108902,629,3,2,Citizen    ,0
2233,Home,Male  ,53,HS      ,84456,628,9,2,Citizen    ,0
2234,Car ,Male  ,45,HS      ,70520,549,1,2,Citizen    ,0
2235,Car ,Male  ,45,HS      ,85890,556,1,2,Citizen    ,0
2236,Car ,Female,41,HS      ,96726,645,0,2,Citizen    ,0
2237,Home,Male  ,41,HS      ,96883,606,4,2,Citizen    ,0
2238,Home,Male  ,47,HS      ,64104,607,6,2,Citizen    ,0
2239,Car ,Female,46,HS      ,88807,557,1,2,Citizen    ,0
2240,Car ,Female,43,HS      ,108321,657,2,1,Citizen    ,0
2241,Home,Male  ,39,HS      ,68238,662,6,2,Citizen    ,0
2242,Home,Female,43,College ,113097,679,11,2,Citizen    ,0
2243,Car ,Male  ,38,College ,85125,625,0,2,Citizen    ,0
2244,Home,Male  ,38,HS      ,80815,520,0,2,Citizen    ,0
2245,Home,Male  ,40,HS      ,83071,595,5,2,Citizen    ,0
2246,Home,Male  ,44,HS      ,85313,677,4,2,Citizen    ,0
2247,Car ,Male  ,50,HS      ,141194,659,3,2,Citizen    ,0
2248,Car ,Female,41,College ,100333,525,0,2,Citizen    ,0
2249,Car ,Female,43,HS      ,100260,571,1,2,Citizen    ,0
2250,Car ,Female,54,HS      ,124041,733,3,1,Citizen    ,1
2251,Car ,Male  ,43,HS      ,102750,536,0,2,Citizen    ,0
2252,Car ,Male  ,46,HS      ,94890,622,1,2,Citizen    ,0
2253,Car ,Male  ,40,HS      ,82202,576,0,2,Citizen    ,0
2254,Home,Female,53,College ,109575,637,7,2,Citizen    ,0
2255,Home,Male  ,42,HS      ,102059,594,4,2,Citizen    ,0
2256,Car ,Female,35,HS      ,89206,630,2,1,Citizen    ,0
2257,Car ,Male  ,49,HS      ,110573,695,1,1,Citizen    ,0
2258,Car ,Female,55,College ,92919,574,2,2,Citizen    ,0
2259,Car ,Male  ,42,HS      ,102114,639,0,2,Citizen    ,0
2260,Home,Male  ,38,HS      ,87612,563,10,2,Citizen    ,0
2261,Car ,Female,36,College ,74600,518,0,2,Citizen    ,0
2262,Car ,Male  ,48,HS      ,113742,694,0,2,Citizen    ,0
2263,Home,Female,45,College ,101127,604,6,2,Citizen    ,1
2264,Car ,Female,38,College ,90889,698,0,2,Citizen    ,0
2265,Car ,Female,42,College ,97098,663,2,2,Citizen    ,0
2266,Car ,Male  ,50,HS      ,80563,590,2,2,Citizen    ,0
2267,Car ,Female,40,College ,99363,674,2,1,Citizen    ,0
2268,Car ,Male  ,37,Gradaute,127284,564,3,2,Non-citizen,0
2269,Car ,Female,56,College ,99285,757,2,1,Citizen    ,0
2270,Car ,Female,52,HS      ,116843,653,3,2,Citizen    ,0
2271,Car ,Male  ,43,HS      ,84973,563,0,2,Citizen    ,0
2272,Home,Male  ,40,HS      ,83161,537,6,2,Citizen    ,0
2273,Car ,Female,39,HS      ,79964,582,0,2,Citizen    ,0
2274,Car ,Male  ,38,College ,108986,641,1,2,Citizen    ,0
2275,Car ,Female,42,College ,92859,740,0,2,Citizen    ,0
2276,Car ,Female,45,HS      ,76783,667,1,1,Citizen    ,0
2277,Car ,Female,42,HS      ,100737,618,2,1,Citizen    ,0
2278,Car ,Male  ,42,HS      ,90737,703,3,2,Citizen    ,0
2279,Car ,Male  ,40,College ,82646,558,2,2,Citizen    ,0
2280,Car ,Female,46,HS      ,89155,640,0,2,Citizen    ,0
2281,Car ,Female,50,HS      ,89631,683,1,2,Citizen    ,0
2282,Car ,Male  ,33,HS      ,105723,618,3,2,Citizen    ,0
2283,Home,Male  ,38,College ,93312,602,10,2,Non-citizen,0
2284,Car ,Female,39,HS      ,111760,566,0,2,Citizen    ,1
2285,Home,Male  ,38,HS      ,98325,572,6,2,Citizen    ,0
2286,Home,Male  ,33,HS      ,80389,560,3,2,Citizen    ,0
2287,Home,Male  ,44,HS      ,100386,607,7,2,Citizen    ,0
2288,Car ,Female,50,HS      ,83569,642,2,2,Citizen    ,0
2289,Car ,Male  ,38,College ,73692,517,0,2,Citizen    ,0
2290,Car ,Female,47,HS      ,103733,624,0,1,Non-citizen,0
2291,Car ,Male  ,36,Gradaute,97728,579,2,2,Citizen    ,0
2292,Car ,Female,40,HS      ,91103,566,0,2,Citizen    ,0
2293,Car ,Female,38,HS      ,76898,491,0,2,Citizen    ,0
2294,Car ,Female,42,HS      ,128550,629,3,1,Citizen    ,0
2295,Home,Male  ,23,HS      ,87837,553,6,2,Citizen    ,0
2296,Car ,Female,45,HS      ,99654,787,0,2,Citizen    ,0
2297,Home,Male  ,49,HS      ,85240,657,4,2,Citizen    ,0
2298,Car ,Male  ,44,College ,95839,670,1,2,Citizen    ,0
2299,Home,Female,39,HS      ,97264,542,5,2,Citizen    ,0
2300,Car ,Female,46,College ,99001,629,2,2,Citizen    ,0
2301,Home,Male  ,29,HS      ,63099,584,0,2,Citizen    ,0
2302,Car ,Female,51,College ,112972,612,1,2,Citizen    ,0
2303,Home,Male  ,39,HS      ,82308,494,5,2,Citizen    ,0
2304,Car ,Female,49,College ,100183,685,3,1,Non-citizen,0
2305,Car ,Female,33,Gradaute,103581,611,2,2,Citizen    ,0
2307,Home,Male  ,41,HS      ,103362,666,7,2,Citizen    ,0
2308,Car ,Female,51,College ,94602,654,1,2,Citizen    ,0
2309,Car ,Male  ,46,Gradaute,115596,609,3,1,Non-citizen,0
2310,Car ,Male  ,46,HS      ,92958,665,1,2,Citizen    ,0
2311,Car ,Male  ,42,HS      ,78563,577,1,2,Citizen    ,0
2312,Car ,Female,40,College ,132989,608,2,2,Citizen    ,0
2313,Car ,Female,49,HS      ,97256,641,1,2,Citizen    ,0
2314,Car ,Male  ,47,HS      ,116197,559,0,2,Citizen    ,0
2315,Car ,Female,47,HS      ,94003,634,0,2,Citizen    ,1
2316,Car ,Female,53,Gradaute,134927,690,2,2,Citizen    ,0
2317,Car ,Male  ,46,HS      ,82488,622,1,2,Citizen    ,0
2318,Car ,Female,44,HS      ,110310,559,0,2,Citizen    ,0
2319,Car ,Female,42,HS      ,87482,629,0,2,Citizen    ,0
2320,Car ,Male  ,44,HS      ,98757,626,0,2,Citizen    ,0
2321,Car ,Female,47,HS      ,100369,640,3,1,Citizen    ,0
2322,Car ,Male  ,43,College ,82022,557,0,2,Citizen    ,0
2323,Car ,Female,48,Gradaute,125065,680,3,2,Non-citizen,0
2324,Car ,Male  ,47,HS      ,71155,504,3,2,Citizen    ,0
2325,Home,Male  ,44,HS      ,104377,644,2,2,Citizen    ,0
2326,Car ,Female,43,HS      ,98807,584,2,2,Citizen    ,0
2328,Car ,Male  ,51,HS      ,103840,538,2,2,Citizen    ,0
2329,Car ,Male  ,46,College ,85831,565,2,2,Citizen    ,0
2330,Car ,Male  ,45,HS      ,82055,550,1,2,Citizen    ,0
2331,Car ,Male  ,40,College ,95017,510,2,2,Citizen    ,0
2332,Car ,Male  ,45,HS      ,108221,500,0,2,Citizen    ,0
2333,Home,Male  ,35,HS      ,64874,537,8,2,Citizen    ,0
2334,Car ,Male  ,42,HS      ,115197,713,0,2,Citizen    ,0
2335,Car ,Female,43,College ,90901,516,3,2,Citizen    ,0
2336,Car ,Female,34,HS      ,77383,596,0,2,Citizen    ,0
2337,Car ,Male  ,44,HS      ,79331,576,1,2,Citizen    ,0
2338,Car ,Male  ,52,HS      ,74923,702,1,1,Citizen    ,0
2339,Home,Male  ,38,HS      ,58017,544,4,2,Citizen    ,0
2340,Car ,Male  ,45,HS      ,84253,670,0,2,Citizen    ,0
2341,Car ,Male  ,34,College ,81218,553,2,2,Citizen    ,0
2342,Car ,Male  ,46,HS      ,84606,664,0,2,Citizen    ,0
2343,Car ,Female,45,College ,113363,666,3,1,Citizen    ,0
2344,Car ,Male  ,47,College ,113728,654,1,2,Citizen    ,0
2345,Home,Male  ,37,HS      ,117095,504,4,2,Citizen    ,0
2346,Car ,Female,50,HS      ,104352,702,2,1,Citizen    ,0
2347,Car ,Female,50,College ,95885,659,3,1,Citizen    ,0
2348,Car ,Female,49,HS      ,118582,542,0,2,Non-citizen,0
2349,Home,Female,50,College ,116150,554,11,2,Citizen    ,0
2350,Car ,Male  ,46,College ,117192,587,2,2,Citizen    ,0
2351,Home,Male  ,38,HS      ,74121,629,5,2,Citizen    ,0
2352,Car ,Male  ,43,HS      ,112376,634,1,2,Citizen    ,0
2353,Car ,Female,53,College ,134348,696,3,1,Non-citizen,1
2354,Car ,Female,49,College ,136674,682,2,1,Citizen    ,1
2355,Car ,Female,43,HS      ,96708,590,2,2,Citizen    ,0
2356,Car ,Female,44,HS      ,101831,644,0,1,Citizen    ,0
2357,Home,Male  ,46,HS      ,122394,605,7,2,Citizen    ,0
2358,Home,Male  ,50,College ,113623,712,8,2,Citizen    ,0
2359,Home,Male  ,29,HS      ,87534,470,1,2,Citizen    ,0
2360,Home,Male  ,41,HS      ,123121,750,5,2,Citizen    ,0
2361,Home,Female,44,HS      ,107852,608,5,2,Citizen    ,0
2362,Car ,Male  ,38,HS      ,89852,601,0,2,Citizen    ,0
2363,Car ,Female,33,College ,105714,721,0,2,Citizen    ,0
2364,Car ,Female,36,College ,102690,590,2,2,Citizen    ,0
2365,Car ,Male  ,37,HS      ,88175,560,0,2,Citizen    ,0
2366,Car ,Female,45,HS      ,108757,672,1,2,Non-citizen,0
2367,Car ,Male  ,39,College ,122589,590,0,2,Citizen    ,0
2368,Home,Male  ,33,HS      ,71706,590,3,2,Citizen    ,0
2369,Car ,Male  ,34,HS      ,62854,499,0,2,Citizen    ,0
2370,Home,Female,41,HS      ,112108,483,7,2,Citizen    ,0
2371,Car ,Male  ,43,HS      ,113035,700,0,2,Citizen    ,0
2372,Car ,Male  ,43,College ,99644,658,1,2,Citizen    ,0
2373,Car ,Male  ,49,College ,140584,620,3,2,Citizen    ,0
2374,Car ,Male  ,36,HS      ,81316,491,0,2,Citizen    ,0
2375,Car ,Male  ,47,College ,121056,602,2,2,Citizen    ,0
2376,Home,Female,46,HS      ,116998,624,5,2,Citizen    ,1
2377,Home,Male  ,45,HS      ,72471,607,9,1,Citizen    ,0
2378,Car ,Male  ,41,HS      ,81511,577,1,2,Citizen    ,0
2379,Home,Male  ,36,HS      ,81161,591,8,2,Citizen    ,0
2380,Car ,Male  ,42,HS      ,90492,587,2,2,Citizen    ,0
2381,Home,Female,35,HS      ,105122,611,6,2,Citizen    ,0
2382,Car ,Male  ,42,HS      ,85079,615,0,2,Citizen    ,0
2383,Home,Male  ,40,HS      ,88214,611,6,1,Citizen    ,0
2384,Car ,Male  ,31,HS      ,110861,571,1,2,Citizen    ,0
2385,Car ,Female,46,College ,128397,650,3,1,Non-citizen,0
2386,Car ,Female,43,HS      ,90441,573,1,1,Citizen    ,0
2387,Home,Male  ,37,College ,77979,618,5,2,Citizen    ,0
2388,Car ,Female,48,HS      ,127361,635,2,2,Citizen    ,0
2389,Home,Male  ,37,HS      ,62035,586,9,2,Citizen    ,0
2390,Car ,Female,34,Gradaute,94246,615,1,2,Citizen    ,1
2391,Car ,Male  ,43,HS      ,77710,513,0,2,Citizen    ,0
2392,Car ,Male  ,37,HS      ,86301,508,0,2,Citizen    ,0
2393,Car ,Male  ,39,HS      ,113144,591,2,2,Citizen    ,0
2394,Car ,Female,28,HS      ,115263,582,1,2,Citizen    ,0
2395,Home,Male  ,39,HS      ,81608,619,2,2,Citizen    ,0
2396,Home,Male  ,48,HS      ,102002,648,5,2,Citizen    ,0
2397,Car ,Male  ,55,HS      ,136330,668,3,1,Citizen    ,0
2398,Car ,Female,41,HS      ,102519,608,3,2,Citizen    ,0
2399,Car ,Female,50,HS      ,97890,676,2,2,Citizen    ,0
2400,Car ,Male  ,44,HS      ,100824,587,1,2,Citizen    ,0
2401,Home,Male  ,31,HS      ,78575,489,4,2,Citizen    ,0
2402,Car ,Male  ,54,College ,75293,546,1,2,Citizen    ,0
2403,Home,Female,31,HS      ,98141,547,5,2,Citizen    ,0
2404,Home,Male  ,46,HS      ,124899,675,10,2,Citizen    ,1
2405,Car ,Male  ,49,College ,68452,558,2,2,Citizen    ,0
2406,Car ,Male  ,35,College ,89585,611,2,2,Citizen    ,0
2407,Home,Male  ,44,HS      ,119452,589,2,2,Citizen    ,0
2408,Home,Male  ,43,HS      ,75766,551,5,2,Citizen    ,0
2409,Car ,Female,46,College ,126423,707,2,2,Non-citizen,0
2410,Car ,Female,46,Gradaute,117971,670,1,2,Non-citizen,0
2411,Car ,Male  ,38,HS      ,78974,554,1,2,Citizen    ,0
2412,Car ,Female,39,HS      ,88759,670,2,2,Citizen    ,0
2413,Home,Female,39,HS      ,80063,639,6,2,Citizen    ,0
2414,Car ,Male  ,46,College ,91579,712,3,1,Citizen    ,0
2415,Home,Female,52,HS      ,112822,623,7,2,Citizen    ,0
2416,Car ,Female,50,Gradaute,120626,770,1,2,Citizen    ,0
2417,Home,Male  ,50,HS      ,86847,624,8,2,Citizen    ,0
2418,Car ,Female,49,HS      ,123857,624,2,1,Citizen    ,0
2419,Home,Female,49,HS      ,89712,567,5,2,Citizen    ,0
2420,Car ,Male  ,43,College ,91267,566,2,2,Citizen    ,0
2421,Car ,Female,44,HS      ,74939,681,2,2,Citizen    ,0
2422,Car ,Female,47,College ,78962,617,0,2,Citizen    ,1
2423,Car ,Female,35,HS      ,103146,659,0,2,Citizen    ,0
2424,Home,Female,32,HS      ,82405,561,2,2,Citizen    ,0
2425,Car ,Male  ,43,College ,86237,544,2,2,Citizen    ,0
2426,Car ,Male  ,41,HS      ,105386,601,0,2,Citizen    ,0
2427,Home,Male  ,41,HS      ,78163,652,5,2,Citizen    ,0
2428,Home,Male  ,44,HS      ,96672,641,8,2,Citizen    ,0
2429,Car ,Female,45,College ,116579,605,1,2,Citizen    ,1
2430,Home,Male  ,41,HS      ,98445,599,4,2,Citizen    ,0
2431,Car ,Female,50,Gradaute,127261,738,3,2,Citizen    ,0
2432,Home,Male  ,46,HS      ,91912,629,6,2,Citizen    ,0
2433,Car ,Male  ,37,HS      ,101134,707,2,1,Citizen    ,0
2434,Car ,Female,38,HS      ,109375,586,0,2,Citizen    ,0
2435,Car ,Female,48,College ,83515,659,0,2,Citizen    ,0
2436,Car ,Female,46,HS      ,100416,659,1,2,Citizen    ,0
2437,Car ,Male  ,42,College ,92485,506,1,2,Citizen    ,0
2438,Car ,Male  ,43,HS      ,86023,576,0,2,Citizen    ,0
2439,Home,Female,47,College ,104339,647,8,2,Citizen    ,0
2440,Car ,Male  ,53,College ,95073,676,3,1,Citizen    ,0
2441,Car ,Female,34,College ,72717,618,2,2,Citizen    ,0
2442,Car ,Female,52,College ,106712,597,2,2,Citizen    ,0
2443,Car ,Female,46,College ,111842,598,2,2,Citizen    ,0
2444,Car ,Male  ,50,College ,118988,515,1,2,Non-citizen,0
2445,Car ,Male  ,41,HS      ,86532,702,1,2,Citizen    ,0
2446,Car ,Male  ,43,HS      ,100232,630,1,2,Citizen    ,0
2447,Car ,Female,38,Gradaute,88841,525,1,2,Citizen    ,0
2448,Home,Female,43,HS      ,81931,590,6,2,Citizen    ,0
2449,Car ,Female,41,HS      ,101867,647,0,2,Citizen    ,0
2450,Car ,Male  ,47,College ,104242,671,2,1,Non-citizen,0
2451,Car ,Male  ,47,HS      ,109443,594,2,2,Citizen    ,0
2452,Car ,Female,54,College ,122463,693,2,2,Citizen    ,1
2453,Car ,Male  ,43,HS      ,95357,616,1,2,Citizen    ,0
2454,Home,Male  ,28,HS      ,73594,562,4,2,Citizen    ,0
2455,Home,Male  ,42,HS      ,57024,644,6,2,Citizen    ,0
2456,Car ,Male  ,44,College ,111920,660,2,2,Citizen    ,0
2457,Car ,Male  ,38,HS      ,107195,625,0,2,Citizen    ,0
2458,Car ,Male  ,30,HS      ,67180,585,1,2,Citizen    ,0
2459,Car ,Female,44,College ,115461,648,0,1,Citizen    ,0
2460,Car ,Female,47,College ,77526,627,1,1,Non-citizen,0
2461,Car ,Female,46,College ,67967,658,0,2,Citizen    ,0
2462,Car ,Male  ,49,HS      ,113309,582,2,2,Citizen    ,0
2463,Home,Male  ,29,HS      ,65257,454,2,2,Citizen    ,0
2464,Home,Male  ,29,HS      ,76010,466,4,2,Citizen    ,0
2465,Car ,Male  ,42,HS      ,116440,558,0,2,Citizen    ,0
2466,Car ,Male  ,43,HS      ,124830,635,3,2,Citizen    ,0
2467,Home,Male  ,43,HS      ,96145,612,7,2,Citizen    ,0
2468,Car ,Female,46,Gradaute,120584,654,3,1,Non-citizen,0
2469,Home,Female,35,HS      ,89819,597,3,2,Citizen    ,0
2470,Home,Male  ,38,HS      ,93552,635,7,2,Citizen    ,0
2471,Car ,Male  ,34,HS      ,106129,642,1,2,Citizen    ,0
2472,Car ,Female,42,HS      ,93307,662,2,2,Citizen    ,0
2473,Home,Female,28,HS      ,73110,542,3,2,Citizen    ,0
2474,Car ,Female,47,HS      ,74288,561,1,2,Citizen    ,0
2475,Car ,Female,51,HS      ,120378,682,1,1,Non-citizen,0
2476,Car ,Female,43,College ,120263,692,3,1,Citizen    ,0
2477,Car ,Female,41,HS      ,98166,528,1,2,Citizen    ,0
2478,Car ,Male  ,45,HS      ,107337,633,3,1,Citizen    ,0
2479,Car ,Male  ,37,HS      ,75168,587,1,2,Citizen    ,0
2480,Car ,Male  ,35,HS      ,68848,469,1,2,Citizen    ,0
